mmsi,num_names,names,sov,flag,flag_type,num_loas,loa,max_loa,num_types,type
210641000,1,Mathios,N,Cyprus (Republic of) ,Foreign,1,189.0,189.0,1,Cargo
210670000,2,210670000/Mount Green,N,Cyprus (Republic of) ,Foreign,2,1.0/182.0,182.0,2,Tanker/Unknown
210684000,1,Bluebill,N,Cyprus (Republic of) ,Foreign,1,200.0,200.0,1,Cargo
210724000,1,Onego Monsoon,N,Cyprus (Republic of) ,Foreign,1,117.0,117.0,1,Cargo
210728000,1,Cma Cgm Chateau D'if,N,Cyprus (Republic of) ,Foreign,2,294.0/296.0,296.0,1,Cargo
210731000,1,Ocean Leader,N,Cyprus (Republic of) ,Foreign,1,177.0,177.0,1,Cargo
210736000,1,Mount Rainier,N,Cyprus (Republic of) ,Foreign,1,182.0,182.0,1,Tanker
210737000,1,Anastasia,N,Cyprus (Republic of) ,Foreign,2,224.0/225.0,225.0,1,Cargo
210739000,1,Nordbay,N,Cyprus (Republic of) ,Foreign,1,249.0,249.0,1,Tanker
210741000,1,Ice Blizzard,N,Cyprus (Republic of) ,Foreign,1,228.0,228.0,1,Tanker
210767000,2,Ekaterini/Marwan,N,Cyprus (Republic of) ,Foreign,2,167.0/289.0,289.0,1,Cargo
210769000,1,Ice Blade,N,Cyprus (Republic of) ,Foreign,1,228.0,228.0,1,Tanker
210777000,1,Ubc Saiki,N,Cyprus (Republic of) ,Foreign,1,171.0,171.0,1,Cargo
210786000,1,Ubc Tokyo,N,Cyprus (Republic of) ,Foreign,1,183.0,183.0,1,Cargo
210836000,1,Stadt Hannover,N,Cyprus (Republic of) ,Foreign,1,105.0,105.0,1,Cargo
210849000,1,Agios Efraim,N,Cyprus (Republic of) ,Foreign,1,224.0,224.0,1,Cargo
210857000,1,N.mars,N,Cyprus (Republic of) ,Foreign,1,228.0,228.0,1,Tanker
210872000,1,Star Of Nippon,N,Cyprus (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
210897000,1,Proikonissos,N,Cyprus (Republic of) ,Foreign,1,180.0,180.0,1,Cargo
210900000,1,Nordport,N,Cyprus (Republic of) ,Foreign,1,127.0,127.0,1,Tanker
210905000,1,Arsos,N,Cyprus (Republic of) ,Foreign,1,166.0,166.0,1,Cargo
210927000,1,Bitu Mountain,N,Cyprus (Republic of) ,Foreign,1,117.0,117.0,1,Tanker
210938000,1,Imperius,N,Cyprus (Republic of) ,Foreign,1,169.0,169.0,1,Cargo
210944000,1,Elver,N,Cyprus (Republic of) ,Foreign,1,176.0,176.0,1,Cargo
210947000,1,Hawk,N,Cyprus (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
210949000,1,Ville D Aquarius,N,Cyprus (Republic of) ,Foreign,1,259.0,259.0,1,Cargo
210957000,1,Mastro Giorgis Ii,N,Cyprus (Republic of) ,Foreign,1,216.0,216.0,1,Cargo
210958000,2,Cma Cgm Vanille/Independence,N,Cyprus (Republic of) ,Foreign,1,248.0,248.0,1,Cargo
210960000,1,Asia Graeca,N,Cyprus (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
210979000,1,Nordneptun,N,Cyprus (Republic of) ,Foreign,1,228.0,228.0,1,Tanker
210982000,1,Pedhoulas Leader,N,Cyprus (Republic of) ,Foreign,1,222.0,222.0,1,Cargo
210989000,1,Daria,N,Cyprus (Republic of) ,Foreign,1,186.0,186.0,1,Cargo
210993000,1,Ice Beam,N,Cyprus (Republic of) ,Foreign,1,228.0,228.0,1,Tanker
211109000,1,Oocl New York,N,Germany (Federal Republic of) ,Foreign,2,263.0/277.0,277.0,1,Cargo
211110000,2,Hansa Pacific/Maersk Duisburg,N,Germany (Federal Republic of) ,Foreign,1,292.0,292.0,1,Cargo
211125000,1,M.v.hansa Bergen,N,Germany (Federal Republic of) ,Foreign,1,170.0,170.0,1,Cargo
211194000,1,Polarlight,N,Germany (Federal Republic of) ,Foreign,1,154.0,154.0,1,Cargo
211200350,1,Kiel Express,N,Germany (Federal Republic of) ,Foreign,1,294.0,294.0,1,Cargo
211200450,2,Leverkusen Express/Portland Express,N,Germany (Federal Republic of) ,Foreign,4,0.0/100.0/294.0/298.0,298.0,1,Cargo
211201390,1,Dresden Express,N,Germany (Federal Republic of) ,Foreign,1,294.0,294.0,1,Cargo
211203370,1,Hoechst Express,N,Germany (Federal Republic of) ,Foreign,3,0.0/293.0/294.0,294.0,1,Cargo
211204500,1,Ludwigshafen Express,N,Germany (Federal Republic of) ,Foreign,1,294.0,294.0,1,Cargo
211205780,1,Bonn Express,N,Germany (Federal Republic of) ,Foreign,1,235.0,235.0,1,Cargo
211205790,1,Heidelberg Express,N,Germany (Federal Republic of) ,Foreign,1,235.0,235.0,1,Cargo
211207740,1,Essen Express,N,Germany (Federal Republic of) ,Foreign,3,0.0/294.0/298.0,298.0,1,Cargo
211208940,2,211208940/Stuttgart Express,N,Germany (Federal Republic of) ,Foreign,2,1.0/294.0,294.0,2,Cargo/Unknown
211210210,1,Luebeck,Y,Germany (Federal Republic of) ,Foreign,1,130.0,130.0,1,MilOps
211211760,1,Frankfurt Am Main,Y,Germany (Federal Republic of) ,Foreign,1,174.0,174.0,1,MilOps
211216420,1,Hanjin Lima,N,Germany (Federal Republic of) ,Foreign,2,215.0/216.0,216.0,1,Cargo
211217130,2,Hanjin Palermo/London Senator,N,Germany (Federal Republic of) ,Foreign,2,216.0/217.0,217.0,1,Cargo
211217560,1,Al Fujairah,N,Germany (Federal Republic of) ,Foreign,2,215.0/216.0,216.0,1,Cargo
211220290,1,Paris Express,N,Germany (Federal Republic of) ,Foreign,1,294.0,294.0,1,Cargo
211232740,1,Norfolk Express,N,Germany (Federal Republic of) ,Foreign,1,245.0,245.0,1,Cargo
211233290,2,Hanjin Punta Arenas/Hongkong Senator,N,Germany (Federal Republic of) ,Foreign,1,216.0,216.0,1,Cargo
211235130,1,Conti Shanghai,N,Germany (Federal Republic of) ,Foreign,1,242.0,242.0,1,Cargo
211235170,1,Conti Singa,N,Germany (Federal Republic of) ,Foreign,1,242.0,242.0,1,Cargo
211235480,1,Jilfar,N,Germany (Federal Republic of) ,Foreign,1,245.0,245.0,1,Cargo
211237370,3,Hansa Atlantic/Maersk Dresden/Msc       Dresden,N,Germany (Federal Republic of) ,Foreign,1,292.0,292.0,1,Cargo
211256500,1,Msc Tanzania,N,Germany (Federal Republic of) ,Foreign,1,295.0,295.0,1,Cargo
211256510,2,Msc Kenya/Pusan,N,Germany (Federal Republic of) ,Foreign,1,294.0,294.0,1,Cargo
211258510,1,Mv Ville De Taurus,N,Germany (Federal Republic of) ,Foreign,1,259.0,259.0,1,Cargo
211262460,1,Kobe Express,N,Germany (Federal Republic of) ,Foreign,2,293.0/294.0,294.0,1,Cargo
211262480,1,Duesseldorf Express,N,Germany (Federal Republic of) ,Foreign,1,294.0,294.0,1,Cargo
211262630,1,London Express,N,Germany (Federal Republic of) ,Foreign,2,294.0/295.0,295.0,1,Cargo
211263170,1,Msc Uganda,N,Germany (Federal Republic of) ,Foreign,1,294.0,294.0,2,Cargo/Reserved
211263360,1,Buxstar,N,Germany (Federal Republic of) ,Foreign,1,260.0,260.0,1,Cargo
211264100,2,Conti Malaga/Msc Malaga,N,Germany (Federal Republic of) ,Foreign,1,208.0,208.0,1,Cargo
211264450,1,Hanjin San Diego,N,Germany (Federal Republic of) ,Foreign,1,294.0,294.0,1,Cargo
211265290,1,Csav Pyrenees,N,Germany (Federal Republic of) ,Foreign,1,294.0,294.0,1,Cargo
211266300,1,Conti Valencia,N,Germany (Federal Republic of) ,Foreign,1,208.0,208.0,1,Cargo
211266310,1,Anl Esprit,N,Germany (Federal Republic of) ,Foreign,1,208.0,208.0,1,Cargo
211274670,1,Deutschland,N,Germany (Federal Republic of) ,Foreign,2,174.0/175.0,175.0,1,Passenger
211283670,2,Msc  Caracas/Msc Caracas,N,Germany (Federal Republic of) ,Foreign,2,0.0/207.0,207.0,1,Cargo
211284750,1,Ccni Cartagena,N,Germany (Federal Republic of) ,Foreign,2,207.0/208.0,208.0,1,Cargo
211311970,2,Antwerpen Express/Dallas Express,N,Germany (Federal Republic of) ,Foreign,3,294.0/512.0/806.0,806.0,1,Cargo
211327410,1,Tokyo Express,N,Germany (Federal Republic of) ,Foreign,1,294.0,294.0,1,Cargo
211331640,1,Seoul Express,N,Germany (Federal Republic of) ,Foreign,1,294.0,294.0,1,Cargo
211335760,1,Rotterdam Express,N,Germany (Federal Republic of) ,Foreign,1,294.0,294.0,1,Cargo
211377300,1,Hanjin Geneva,N,Germany (Federal Republic of) ,Foreign,1,278.0,278.0,1,Cargo
211378110,1,Cma Cgm Vancouver,N,Germany (Federal Republic of) ,Foreign,1,282.0,282.0,1,Cargo
211378120,1,Msc Flaminia,N,Germany (Federal Republic of) ,Foreign,1,299.0,299.0,1,Cargo
211378360,1,Hanjin Ottawa,N,Germany (Federal Republic of) ,Foreign,2,278.0/279.0,279.0,1,Cargo
211378800,1,Msc Ilona,N,Germany (Federal Republic of) ,Foreign,1,300.0,300.0,1,Cargo
211391170,1,Hanjin Helsinki,N,Germany (Federal Republic of) ,Foreign,1,274.0,274.0,1,Cargo
211394200,1,Hanjin Taipei,N,Germany (Federal Republic of) ,Foreign,1,275.0,275.0,1,Cargo
211394220,2,Cma Cgm Seattle/Hanjin Gothenburg,N,Germany (Federal Republic of) ,Foreign,2,274.0/276.0,276.0,1,Cargo
211394240,1,Msc Alessia,N,Germany (Federal Republic of) ,Foreign,1,301.0,301.0,1,Cargo
211424430,1,Hanjin Madrid,N,Germany (Federal Republic of) ,Foreign,1,278.0,278.0,1,Cargo
211429000,1,Csav Mexico,N,Germany (Federal Republic of) ,Foreign,1,207.0,207.0,1,Cargo
211437000,2,E.r. Melbourne/Indamex Cauvery,N,Germany (Federal Republic of) ,Foreign,1,234.0,234.0,1,Cargo
211439300,1,Sticky Toffee,N,Germany (Federal Republic of) ,Foreign,1,21.0,21.0,1,Sailing
211465000,1,Oocl Korea,N,Germany (Federal Republic of) ,Foreign,1,276.0,276.0,1,Cargo
211491000,2,Cma Cgm Brasilia/Julius-s.,N,Germany (Federal Republic of) ,Foreign,1,207.0,207.0,1,Cargo
211634000,1,Santa Adriana,N,Germany (Federal Republic of) ,Foreign,1,207.0,207.0,1,Cargo
211655000,1,Santa Annabella,N,Germany (Federal Republic of) ,Foreign,1,207.0,207.0,1,Cargo
211669000,1,Beluga Revolution,N,Germany (Federal Republic of) ,Foreign,1,135.0,135.0,1,Cargo
211720000,2,Charlotte C Rickmers/Maersk Douala,N,Germany (Federal Republic of) ,Foreign,1,294.0,294.0,1,Cargo
211725000,1,Maersk Dolores,N,Germany (Federal Republic of) ,Foreign,1,294.0,294.0,1,Cargo
211727000,1,Hanjin Lisbon,N,Germany (Federal Republic of) ,Foreign,1,278.0,278.0,1,Cargo
211728000,1,Hanjin Chicago,N,Germany (Federal Republic of) ,Foreign,2,277.0/278.0,278.0,1,Cargo
211742000,1,Hansa Century,N,Germany (Federal Republic of) ,Foreign,1,192.0,192.0,1,Cargo
211755000,2,Maersk Detroit/Santa Pelagia,N,Germany (Federal Republic of) ,Foreign,1,294.0,294.0,1,Cargo
211757000,1,Max Jacob,N,Germany (Federal Republic of) ,Foreign,1,274.0,274.0,1,Tanker
211766000,3,Cap Stephens/Maersk Durham/Santa Philippa,N,Germany (Federal Republic of) ,Foreign,1,294.0,294.0,1,Cargo
211770000,1,Eagle Bay,N,Germany (Federal Republic of) ,Foreign,1,150.0,150.0,1,Cargo
211774000,1,Maersk Douglas,N,Germany (Federal Republic of) ,Foreign,1,294.0,294.0,1,Cargo
211778000,1,Norasia Alps,N,Germany (Federal Republic of) ,Foreign,1,192.0,192.0,1,Other
211795000,1,Frisia Kopenhagen,N,Germany (Federal Republic of) ,Foreign,1,215.0,215.0,1,Cargo
211806000,1,Belugarecommendation,N,Germany (Federal Republic of) ,Foreign,1,135.0,135.0,1,Cargo
211810000,1,Msc Lausanne,N,Germany (Federal Republic of) ,Foreign,1,275.0,275.0,1,Cargo
211813000,1,Ccni Guayas,N,Germany (Federal Republic of) ,Foreign,1,208.0,208.0,1,Cargo
211830000,1,Msc Texas,N,Germany (Federal Republic of) ,Foreign,1,334.0,334.0,1,Cargo
211860000,2,Hyundai Tianjin/Ym Tianjin,N,Germany (Federal Republic of) ,Foreign,2,263.0/264.0,264.0,1,Cargo
211873000,1,Cma Cgm Galaxy,N,Germany (Federal Republic of) ,Foreign,1,256.0,256.0,1,Cargo
211881000,1,Seatrout,N,Germany (Federal Republic of) ,Foreign,1,188.0,188.0,1,Tanker
211891000,2,Conti Anping/Ym Anping,N,Germany (Federal Republic of) ,Foreign,1,264.0,264.0,1,Cargo
211892000,1,Msc Geneva,N,Germany (Federal Republic of) ,Foreign,2,274.0/275.0,275.0,1,Cargo
211906000,1,Hessen,Y,Germany (Federal Republic of) ,Foreign,1,143.0,143.0,1,MilOps
212007000,1,Panamax Jade,N,Cyprus (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
212015000,1,Capt Ore,N,Cyprus (Republic of) ,Foreign,1,184.0,184.0,1,Cargo
212040000,1,Ubc Tilbury,N,Cyprus (Republic of) ,Foreign,1,182.0,182.0,1,Cargo
212043000,2,212043000/Cma Cgm La Tour,N,Cyprus (Republic of) ,Foreign,3,0.0/1.0/196.0,196.0,2,Cargo/Unknown
212046000,1,Panamax Blessing,N,Cyprus (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
212049000,1,Tufty,N,Cyprus (Republic of) ,Foreign,1,185.0,185.0,1,Cargo
212051000,1,Sir Albert,N,Cyprus (Republic of) ,Foreign,1,135.0,135.0,1,Cargo
212058000,1,Cinnamon,N,Cyprus (Republic of) ,Foreign,1,186.0,186.0,1,Cargo
212060000,1,Orient Centaur,N,Cyprus (Republic of) ,Foreign,1,255.0,255.0,1,Cargo
212064000,1,Mount Fuji,N,Cyprus (Republic of) ,Foreign,1,181.0,181.0,1,Tanker
212065000,1,Baltic Faith,N,Cyprus (Republic of) ,Foreign,1,181.0,181.0,1,Tanker
212084000,1,Nordvenus,N,Cyprus (Republic of) ,Foreign,1,228.0,228.0,1,Tanker
212085000,1,Prisco Ekaterina,N,Cyprus (Republic of) ,Foreign,2,182.0/184.0,184.0,1,Tanker
212091000,1,Orient Cavalier,N,Cyprus (Republic of) ,Foreign,1,255.0,255.0,1,Cargo
212100000,1,Baltic Sea 1,N,Cyprus (Republic of) ,Foreign,1,182.0,182.0,1,Tanker
212105000,2,Libra Niteroi/Nordatlantic,N,Cyprus (Republic of) ,Foreign,1,207.0,207.0,1,Cargo
212118000,1,Baltic Marshall,N,Cyprus (Republic of) ,Foreign,1,183.0,183.0,1,Tanker
212120000,1,Oceantrader,N,Cyprus (Republic of) ,Foreign,1,184.0,184.0,1,Cargo
212121000,1,Baltic Sapphire,N,Cyprus (Republic of) ,Foreign,1,183.0,183.0,1,Tanker
212125000,1,Ubc Santos,N,Cyprus (Republic of) ,Foreign,1,165.0,165.0,1,Cargo
212130000,1,Baltic Ambition,N,Cyprus (Republic of) ,Foreign,1,183.0,183.0,1,Tanker
212139000,1,Venus Heritage,N,Cyprus (Republic of) ,Foreign,1,235.0,235.0,1,Cargo
212156000,1,Mcp Troodos,N,Cyprus (Republic of) ,Foreign,1,117.0,117.0,1,Cargo
212176000,1,Pearl River,N,Cyprus (Republic of) ,Foreign,1,148.0,148.0,1,Cargo
212177000,1,Ice Base,N,Cyprus (Republic of) ,Foreign,1,229.0,229.0,1,Tanker
212182000,1,Baltic Advance,N,Cyprus (Republic of) ,Foreign,1,181.0,181.0,1,Tanker
212186000,1,Baltic Force,N,Cyprus (Republic of) ,Foreign,1,183.0,183.0,1,Tanker
212217000,1,Goodfaith,N,Cyprus (Republic of) ,Foreign,1,166.0,166.0,1,Cargo
212218000,1,Prisco Elizaveta,N,Cyprus (Republic of) ,Foreign,3,182.0/183.0/184.0,184.0,1,Tanker
212236000,1,Cma Cgm Manet,N,Cyprus (Republic of) ,Foreign,1,195.0,195.0,1,Cargo
212240000,1,Baltic Monarch,N,Cyprus (Republic of) ,Foreign,1,183.0,183.0,1,Tanker
212249000,3,Al Rayyan/Mv Honour/Norasia Hamburg,N,Cyprus (Republic of) ,Foreign,2,275.0/276.0,276.0,1,Cargo
212257000,1,Orient Target,N,Cyprus (Republic of) ,Foreign,1,180.0,180.0,1,Cargo
212265000,1,Mikhail Ulyanov,N,Cyprus (Republic of) ,Foreign,1,260.0,260.0,1,Tanker
212271000,1,Tatiana Schulte,N,Cyprus (Republic of) ,Foreign,1,222.0,222.0,1,Cargo
212276000,2,Taiwan Express/Ym Seattle,N,Cyprus (Republic of) ,Foreign,1,260.0,260.0,1,Cargo
212280000,1,Wladyslaw Orkan,N,Cyprus (Republic of) ,Foreign,2,199.0/200.0,200.0,1,Cargo
212291000,1,Summit Australia,N,Cyprus (Republic of) ,Foreign,1,228.0,228.0,1,Tanker
212296000,1,Atlantic Action,N,Cyprus (Republic of) ,Foreign,1,173.0,173.0,2,Cargo/Reserved
212345678,1,Yp704,N,Cyprus (Republic of) ,Foreign,1,60.0,60.0,1,Other
212363000,1,Ubc Balboa,N,Cyprus (Republic of) ,Foreign,1,154.0,154.0,1,Cargo
212372000,1,Brant,N,Cyprus (Republic of) ,Foreign,1,185.0,185.0,1,Cargo
212380000,1,Baltic Mariner,N,Cyprus (Republic of) ,Foreign,1,182.0,182.0,1,Tanker
212389000,1,Ubc Boston,N,Cyprus (Republic of) ,Foreign,1,154.0,154.0,1,Cargo
212393000,1,Mekong River,N,Cyprus (Republic of) ,Foreign,1,148.0,148.0,1,Cargo
212401000,1,Ocean Chariot,N,Cyprus (Republic of) ,Foreign,1,183.0,183.0,1,Tanker
212402000,1,Rickmers Doha,N,Cyprus (Republic of) ,Foreign,1,167.0,167.0,1,Cargo
212412000,2,212412000/Ocean Current,N,Cyprus (Republic of) ,Foreign,2,1.0/183.0,183.0,2,Tanker/Unknown
212427000,1,Universal Amsterdam,N,Cyprus (Republic of) ,Foreign,1,160.0,160.0,1,Cargo
212434000,1,Nautilus,N,Cyprus (Republic of) ,Foreign,1,176.0,176.0,1,Tanker
212450000,1,Andean,N,Cyprus (Republic of) ,Foreign,1,185.0,185.0,1,Cargo
212488000,1,Mount Victoria,N,Cyprus (Republic of) ,Foreign,1,182.0,182.0,1,Tanker
212489000,1,Paschalis,N,Cyprus (Republic of) ,Foreign,1,222.0,222.0,1,Cargo
212494000,1,Mv Wasaborg,N,Cyprus (Republic of) ,Foreign,1,101.0,101.0,1,Cargo
212521000,1,Bornholm,N,Cyprus (Republic of) ,Foreign,1,118.0,118.0,1,Cargo
212522000,2,Ioannis 1/Ioannis I,N,Cyprus (Republic of) ,Foreign,1,183.0,183.0,1,Tanker
212553000,1,Kas Athena,N,Cyprus (Republic of) ,Foreign,1,117.0,117.0,1,Cargo
212555000,1,Martine,N,Cyprus (Republic of) ,Foreign,1,229.0,229.0,1,Cargo
212557000,1,Cape Manuel,N,Cyprus (Republic of) ,Foreign,1,222.0,222.0,1,Cargo
212572000,2,As Andalusia/Marfret Provence,N,Cyprus (Republic of) ,Foreign,1,195.0,195.0,1,Cargo
212577000,1,Nordmark,N,Cyprus (Republic of) ,Foreign,2,244.0/264.0,264.0,1,Tanker
212587000,1,Nordstrength,N,Cyprus (Republic of) ,Foreign,2,244.0/248.0,248.0,1,Tanker
212598000,1,Mv Corona,N,Cyprus (Republic of) ,Foreign,1,101.0,101.0,1,Cargo
212602000,1,Ubc Bremen,N,Cyprus (Republic of) ,Foreign,1,154.0,154.0,1,Cargo
212606000,1,Atlantic Spirit,N,Cyprus (Republic of) ,Foreign,1,250.0,250.0,1,Tanker
212609000,1,+margit Gorthon+,N,Cyprus (Republic of) ,Foreign,1,141.0,141.0,1,Cargo
212618000,1,Cape Ancona,N,Cyprus (Republic of) ,Foreign,1,243.0,243.0,1,Tanker
212619000,1,Cape Aspro,N,Cyprus (Republic of) ,Foreign,1,244.0,244.0,1,Tanker
212634000,2,Frontier Challenger/Kronoborg,N,Cyprus (Republic of) ,Foreign,1,101.0,101.0,1,Cargo
212643000,1,Ubc Baton Rouge,N,Cyprus (Republic of) ,Foreign,1,154.0,154.0,1,Cargo
212645000,1,Bbc Ontario,N,Cyprus (Republic of) ,Foreign,1,138.0,138.0,1,Cargo
212651000,1,Hanjin Kaohsiung,N,Cyprus (Republic of) ,Foreign,1,242.0,242.0,1,Cargo
212654000,1,Hanjin Vancouver,N,Cyprus (Republic of) ,Foreign,1,241.0,241.0,1,Cargo
212655000,1,Norient Saturn,N,Cyprus (Republic of) ,Foreign,1,180.0,180.0,1,Tanker
212667000,1,Moskalvo,N,Cyprus (Republic of) ,Foreign,1,183.0,183.0,1,Tanker
212672000,1,Cape Akrotiri,N,Cyprus (Republic of) ,Foreign,1,244.0,244.0,1,Tanker
212693000,1,Marchekan,N,Cyprus (Republic of) ,Foreign,1,183.0,183.0,1,Tanker
212705000,1,Monneron,N,Cyprus (Republic of) ,Foreign,1,183.0,183.0,1,Tanker
212714000,1,Ym Vancouver,N,Cyprus (Republic of) ,Foreign,1,260.0,260.0,1,Cargo
212720000,1,Zaliv Anadyr,N,Cyprus (Republic of) ,Foreign,1,244.0,244.0,1,Tanker
212722000,1,Prisco Elena,N,Cyprus (Republic of) ,Foreign,1,182.0,182.0,1,Tanker
212728000,1,Montrose,N,Cyprus (Republic of) ,Foreign,1,176.0,176.0,1,Cargo
212741000,2,Mcp Nicosia/Onego Chinook,N,Cyprus (Republic of) ,Foreign,1,117.0,117.0,1,Cargo
212744000,1,Nordisle,N,Cyprus (Republic of) ,Foreign,2,114.0/120.0,120.0,1,Tanker
212758000,1,Prisco Irina,N,Cyprus (Republic of) ,Foreign,2,183.0/184.0,184.0,1,Tanker
212773000,1,Isa,N,Cyprus (Republic of) ,Foreign,1,200.0,200.0,1,Cargo
212774000,1,Ubc Salvador,N,Cyprus (Republic of) ,Foreign,1,172.0,172.0,1,Cargo
212789000,1,Cma Cgm Jamaica,N,Cyprus (Republic of) ,Foreign,1,264.0,264.0,1,Cargo
212791000,1,Nogat,N,Cyprus (Republic of) ,Foreign,1,150.0,150.0,1,Cargo
212795000,1,Wilson Sund,N,Cyprus (Republic of) ,Foreign,1,112.0,112.0,1,Cargo
212797000,1,Isolda,N,Cyprus (Republic of) ,Foreign,1,200.0,200.0,1,Cargo
212853000,1,Federal Patroller,N,Cyprus (Republic of) ,Foreign,1,143.0,143.0,1,Cargo
212862000,1,Faviola,N,Cyprus (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
212865000,1,Cma Cgm Matisse,N,Cyprus (Republic of) ,Foreign,1,196.0,196.0,1,Cargo
212868000,1,Blue Coral,N,Cyprus (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
212876000,1,Alexander,N,Cyprus (Republic of) ,Foreign,1,277.0,277.0,1,Cargo
212891000,1,Iryda,N,Cyprus (Republic of) ,Foreign,1,200.0,200.0,1,Cargo
212893000,1,Wilson Saga,N,Cyprus (Republic of) ,Foreign,1,113.0,113.0,1,Cargo
212909000,1,Ocean Crown,N,Cyprus (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
212914000,1,Nikomarin,N,Cyprus (Republic of) ,Foreign,1,229.0,229.0,1,Cargo
212917000,1,Fouma,N,Cyprus (Republic of) ,Foreign,1,166.0,166.0,1,Cargo
212923000,1,Prisco Udokan,N,Cyprus (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
212925000,1,Cma Cgm Utrillo,N,Cyprus (Republic of) ,Foreign,1,196.0,196.0,1,Cargo
212932000,1,Federal Power,N,Cyprus (Republic of) ,Foreign,1,143.0,143.0,1,Cargo
212933000,1,Federal Pride,N,Cyprus (Republic of) ,Foreign,1,143.0,143.0,1,Cargo
212942000,1,Praetorius,N,Cyprus (Republic of) ,Foreign,1,169.0,169.0,1,Cargo
212954000,1,Safmarine Texas,N,Cyprus (Republic of) ,Foreign,1,165.0,165.0,1,Cargo
212955000,1,Safmarine Angola,N,Cyprus (Republic of) ,Foreign,1,165.0,165.0,1,Cargo
215018000,1,Stanislaw Kulczynski,N,Malta ,Foreign,1,195.0,195.0,1,Cargo
215020000,1,Ignacy Daszynski,N,Malta ,Foreign,1,196.0,196.0,1,Cargo
215025000,1,Zafer,N,Malta ,Foreign,1,181.0,181.0,1,Cargo
215035000,1,Rodlo,N,Malta ,Foreign,1,195.0,195.0,1,Cargo
215071000,1,Cloudy Bay,N,Malta ,Foreign,1,153.0,153.0,1,Cargo
215083000,1,Port Estoril,N,Malta ,Foreign,1,190.0,190.0,1,Cargo
215086000,1,Kopalnia Rydultowy,N,Malta ,Foreign,1,143.0,143.0,1,Cargo
215087000,1,Kopalnia Borynia,N,Malta ,Foreign,1,144.0,144.0,1,Cargo
215093000,1,Kopalnia Halemba,N,Malta ,Foreign,2,143.0/144.0,144.0,1,Cargo
215110000,1,Baltic Soul,N,Malta ,Foreign,1,182.0,182.0,1,Tanker
215116000,1,Kaptan Arif Bayraktr,N,Malta ,Foreign,1,195.0,195.0,1,Cargo
215137000,1,Value,N,Malta ,Foreign,1,249.0,249.0,1,Tanker
215138000,1,Major Hubal,N,Malta ,Foreign,1,195.0,195.0,1,Cargo
215139000,1,Maciej Rataj,N,Malta ,Foreign,1,195.0,195.0,1,Cargo
215140000,1,Powstaniec Styczniow,N,Malta ,Foreign,1,196.0,196.0,1,Cargo
215153000,1,London Trader,N,Malta ,Foreign,1,168.0,168.0,1,Tanker
215155000,2,M/t Seatriumph/Seatriumph,N,Malta ,Foreign,1,274.0,274.0,1,Tanker
215156000,1,Hanover Trader,N,Malta ,Foreign,1,129.0,129.0,1,Tanker
215160000,1,Apollonia,N,Malta ,Foreign,1,164.0,164.0,1,Cargo
215161000,1,Bremen Trader,N,Malta ,Foreign,1,120.0,120.0,1,Tanker
215172000,1,Sks Sira,N,Malta ,Foreign,1,274.0,274.0,1,Tanker
215182000,1,Silver Point,N,Malta ,Foreign,1,174.0,174.0,1,Tanker
215190000,1,Caledonia,N,Malta ,Foreign,1,188.0,188.0,1,Cargo
215193000,1,Gold Point,N,Malta ,Foreign,1,174.0,174.0,1,Tanker
215195000,1,Hellenic Sea,N,Malta ,Foreign,1,224.0,224.0,1,Cargo
215205000,1,Solent,N,Malta ,Foreign,1,189.0,189.0,1,Cargo
215208000,1,Seajoy,N,Malta ,Foreign,1,225.0,225.0,1,Cargo
215213000,1,Mt Heydar Aliyev,N,Malta ,Foreign,1,274.0,274.0,1,Tanker
215226000,1,Amapola,N,Malta ,Foreign,1,180.0,180.0,1,Cargo
215228000,1,Amalia,N,Malta ,Foreign,1,180.0,180.0,1,Cargo
215232000,1,Tamara,N,Malta ,Foreign,1,246.0,246.0,1,Tanker
215235000,1,Alitis,N,Malta ,Foreign,1,189.0,189.0,1,Cargo
215247000,1,Seaguardian,N,Malta ,Foreign,1,225.0,225.0,1,Cargo
215250000,1,Densa Shark,N,Malta ,Foreign,1,292.0,292.0,1,Cargo
215252000,1,Eleoussa,N,Malta ,Foreign,1,184.0,184.0,1,Cargo
215268000,1,Pessada,N,Malta ,Foreign,1,225.0,225.0,2,Cargo/Unknown
215297000,1,Sealady,N,Malta ,Foreign,1,180.0,180.0,1,Cargo
215308000,1,S/y Plum,N,Malta ,Foreign,1,22.0,22.0,1,Pleasure
215311000,1,Seaexplorer,N,Malta ,Foreign,1,175.0,175.0,1,Tanker
215317000,1,Eirini K,N,Malta ,Foreign,1,189.0,189.0,1,Cargo
215326000,1,Anassa Ioanna,N,Malta ,Foreign,1,190.0,190.0,1,Cargo
215328000,1,Dora,N,Malta ,Foreign,1,151.0,151.0,1,Cargo
215330000,1,Jimilta Ii,N,Malta ,Foreign,1,190.0,190.0,1,Cargo
